sRNA	aCM_1	aCM_2
mmu_piR_026896_DQ710871	0	0
mmu_piR_032614_DQ719062	0	0
mmu_piR_001167_DQ542563	0	0
URS00003A99A1_GR_chr6_127835938_127835967_30_+	0	0
URS00004C4E22_GR_chr6_127835951_127835978_28_+	0	0
mmu_piR_036969_DQ725466	0	0
mmu_piR_038048_DQ727018	0	0
mmu_piR_006892_DQ562220	0	0
mmu_piR_006250_DQ560708	0	0
mmu_piR_012140_DQ689135	0	0
mmu_piR_036651_DQ725006	0	0
URS00001AD6F2_GR_chr6_127836117_127836146_30_+	0	0
mmu_piR_023787_DQ706385	0	0
mmu_piR_003913_DQ551172	0	0
mmu_piR_006186_DQ558466	0	0
mmu_piR_002479_DQ546670	0	0
URS00000B610E_GR_chr6_127836194_127836223_30_+	0	0
mmu_piR_002049_DQ545100	0	0
URS00001AA41E_GR_chr6_127836226_127836253_28_+	0	0
URS0000192A57_GR_chr6_127836226_127836254_29_+	0	0
mmu_piR_023507_DQ705961	0	0
mmu_piR_019485_DQ700071	0	0
mmu_piR_008869_DQ568717	0	0
URS00005535FD_GR_chr6_127836320_127836346_27_+	0	0
URS00000C042A_GR_chr6_127836359_127836386_28_+	0	0
mmu_piR_025636_DQ709047	0	0
URS00005E0EF6_GR_chr6_127836418_127836443_26_+	0	0
mmu_piR_003239_DQ549232	0	0
mmu_piR_029804_DQ715050	0	0
mmu_piR_034629_DQ722055	0	0
mmu_piR_024780_DQ707811	0	0
URS0000090599_GR_chr6_127836676_127836703_28_+	0	0
mmu_piR_009150_DQ569522	0	0
mmu_piR_035747_DQ723705	0	0
mmu_piR_026714_DQ710612	0	0
mmu_piR_038136_DQ727147	0	0
mmu_piR_009558_DQ685116	0	0
mmu_piR_008503_DQ567651	0	0
mmu_piR_000899_DQ541703	0	0
URS000054EA3A_GR_chr6_127836818_127836846_29_+	0	0
mmu_piR_028360_DQ712986	0	0
URS0000194458_GR_chr6_127836819_127836847_29_+	0	0
mmu_piR_007656_DQ564659	0	0
mmu_piR_033849_DQ720935	0	0
mmu_piR_024695_DQ707702	0	0
mmu_piR_034200_DQ721437	0	0
mmu_piR_027099_DQ711163	0	0
mmu_piR_029055_DQ713997	0	0
URS000005318F_GR_chr6_127837137_127837166_30_+	0	0
mmu_piR_019871_DQ700651	0	0
mmu_piR_020314_DQ701313	0	0
URS000056F3A4_GR_chr6_127837147_127837175_29_+	0	0
mmu_piR_016992_DQ696387	0	0
URS000010D082_GR_chr6_127837148_127837175_28_+	0	0
mmu_piR_010847_DQ687142	0	0
mmu_piR_014941_DQ693375	0.06	0
mmu_piR_024335_DQ707173	0	0
mmu_piR_034507_DQ721881	0	0
mmu_piR_030610_DQ716199	0	0
mmu_piR_031220_DQ717052	0	0
mmu_piR_000617_DQ540972	0	0
mmu_piR_004033_DQ551431	0	0
mmu_piR_037435_DQ726133	0	0
URS00003410A0_GR_chr6_127841761_127841789_29_+	0	0
URS00003DA80B_GR_chr6_127841761_127841790_30_+	0	0
mmu_piR_027225_DQ711355	0	0
mmu_piR_004472_DQ553070	0	0.25
mmu_piR_002619_DQ547107	0	0
mmu_piR_024725_DQ707737	0	0
mmu_piR_014241_DQ692333	0	0
mmu_piR_014933_DQ693361	0	0
mmu_piR_015907_DQ694800	0.09	1
URS000003E35A_GR_chr6_128169972_128170001_30_-	0	0.03
mmu_piR_003735_DQ550666	0	0
mmu_piR_004157_DQ551903	0	0
mmu_piR_001899_DQ544673	0	0
URS00001AF022_GR_chr6_128170393_128170419_27_-	0	0
mmu_piR_026735_DQ710646	0	0
URS000025B6A5_GR_chr6_128170465_128170493_29_-	0	0
mmu_piR_015019_DQ693483	0	0
mmu_piR_000669_DQ541169	0	0
mmu_piR_028106_DQ712636	0	0
mmu_piR_008172_DQ566452	0	0
mmu_piR_004011_DQ551386	0	0
mmu_piR_018398_DQ698496	0	0
mmu_piR_020980_DQ702272	0	0
URS000060293C_GR_chr6_128170747_128170774_28_-	0	0
URS000015DEB3_GR_chr6_128170748_128170774_27_-	0	0
mmu_piR_013904_DQ691836	0	0
mmu_piR_036992_DQ725497	0	0
mmu_piR_031983_DQ718135	0	0
mmu_piR_010904_DQ687225	0	0
URS00004A15CC_GR_chr6_128170806_128170831_26_-	0	0
mmu_piR_037414_DQ726102	0	0
URS00000F344B_GR_chr6_128170811_128170836_26_-	0	0
mmu_piR_026527_DQ710357	0	0
mmu_piR_024366_DQ707216	0	0
URS00004990D5_GR_chr6_128170969_128170996_28_-	0	0
URS000031D282_GR_chr6_128170970_128170996_27_-	0	0
mmu_piR_003680_DQ550562	0	0
mmu_piR_032750_DQ719263	0	0
mmu_piR_028628_DQ713364	0	0
mmu_piR_027686_DQ712016	0	0
URS00003FA2A1_GR_chr6_128171182_128171209_28_-	0	0
mmu_piR_012274_DQ689354	0	0
mmu_piR_025649_DQ709064	0	0
mmu_piR_006013_DQ558029	0	0
mmu_piR_002579_DQ546982	0	0
mmu_piR_017826_DQ697622	0	0
URS0000457AE3_GR_chr6_128172122_128172149_28_-	0	0
mmu_piR_012415_DQ689560	0	0
URS00001C0902_GR_chr6_128182035_128182060_26_-	0	0
mmu_piR_031532_DQ717513	0	0
mmu_piR_004973_DQ554643	0	0
mmu_piR_035361_DQ723137	0	0
mmu_piR_001073_DQ542284	0	0.5
mmu_piR_027184_DQ711297	0	0.07
mmu_piR_029933_DQ715252	0	0.07
URS00000218B4_GR_chr6_128183258_128183281_24_-	0	0.07
mmu_piR_029095_DQ714058	0	0
mmu_piR_013432_DQ691125	0	0
mmu_piR_012724_DQ690036	0	0
URS00005F8457_GR_chr6_128183618_128183645_28_-	0	0
URS0000367280_GR_chr6_128183636_128183659_24_-	0	0
mmu_piR_023306_DQ705655	0	0
URS000037625B_GR_chr6_128183688_128183716_29_-	0	0
mmu_piR_015419_DQ694066	0	0.5
mmu_piR_028487_DQ713165	0	0
URS00002AEFAA_GR_chr6_128183813_128183839_27_-	0	0
mmu_piR_037873_DQ726759	0	0
mmu_piR_014214_DQ692298	0	0
mmu_piR_012377_DQ689502	0	1
mmu_piR_005749_DQ557249	0	0
URS000003CA23_GR_chr6_128184101_128184127_27_-	0	0
mmu_piR_023692_DQ706256	0	0
mmu_piR_025355_DQ708631	0	0
URS000043BA5F_GR_chr6_128184288_128184317_30_-	0	0.01
URS00003300C1_GR_chr6_128184289_128184317_29_-	0	0.01
mmu_piR_008294_DQ566927	0	0.01
URS00002C63C9_GR_chr6_128184291_128184317_27_-	0	0.01
mmu_piR_004018_DQ551398	0	0
URS0000311B20_GR_chr6_128184297_128184323_27_-	0	0
mmu_piR_019218_DQ699682	0	0
URS000023D4EA_GR_chr6_128184303_128184328_26_-	0	0
mmu_piR_031244_DQ717093	0	0
mmu_piR_025824_DQ709316	0	0
mmu_piR_025402_DQ708709	0	0
URS000037DE9B_GR_chr6_128184346_128184374_29_-	0	0
mmu_piR_034262_DQ721531	0	0.62
mmu_piR_029129_DQ714105	0	0.12
URS00004CF184_GR_chr6_128184396_128184423_28_-	0	0
mmu_piR_001034_DQ542144	0	0
URS000021A2AA_GR_chr6_128184427_128184453_27_-	0	0
URS00003E4E7E_GR_chr6_128184497_128184516_20_-	0	0
URS00005245DF_GR_chr6_128184559_128184585_27_-	1	0
mmu_piR_016251_DQ695303	0	0
mmu_piR_001716_DQ544238	0	0
mmu_piR_028771_DQ713567	0	0
mmu_piR_023427_DQ705839	0	0
URS000043C813_GR_chr6_128184692_128184718_27_-	0	0
mmu_piR_030982_DQ716728	0	0
mmu_piR_002236_DQ545796	0	0
mmu_piR_012185_DQ689222	0	0
URS000004FC54_GR_chr6_128184765_128184788_24_-	0	0
mmu_piR_020459_DQ701520	0	0
URS0000070542_GR_chr6_128184805_128184843_39_-	0	0
URS00001CD028_GR_chr6_128184807_128184832_26_-	0	0
mmu_piR_036541_DQ724843	0	0
mmu_piR_003444_DQ549865	0	0
mmu_piR_003871_DQ551066	0	0
URS000029828B_GR_chr6_128184968_128184988_21_-	0	0
URS0000538C59_GR_chr6_128184980_128185009_30_-	0	0
mmu_piR_003212_DQ549133	0	0
URS000041ADDE_GR_chr6_128184993_128185022_30_-	0	0
mmu_piR_004097_DQ551677	0	0
mmu_piR_028130_DQ712669	0	0
mmu_piR_024084_DQ706822	0	0
URS000007A3DC_GR_chr6_128185126_128185155_30_-	0	0
mmu_piR_030183_DQ715603	0	0
URS000050A005_GR_chr6_128185148_128185176_29_-	0	0
mmu_piR_014155_DQ692217	0	0
mmu_piR_028319_DQ712931	0	0
mmu_piR_007669_DQ564730	0	0
mmu_piR_032600_DQ719044	0	0
mmu_piR_017111_DQ696566	0	0
mmu_piR_027446_DQ711681	0	0
mmu_piR_037722_DQ726536	0	0
mmu_piR_027350_DQ711537	0	0
URS0000023312_GR_chr6_128185448_128185474_27_-	0	0
mmu_piR_027211_DQ711332	0	0
mmu_piR_035785_DQ723768	1	0
mmu_piR_014275_DQ692394	0	0
mmu_piR_030121_DQ715512	0	0
URS00004B0375_GR_chr6_128185509_128185538_30_-	0	0
URS000046D744_GR_chr6_128185545_128185572_28_-	0	0
mmu_piR_004924_DQ554421	0	0
URS00002CD3A8_GR_chr6_128185546_128185574_29_-	0	0
URS00003DB4A6_GR_chr6_128185550_128185578_29_-	0	0
URS00002A83D7_GR_chr6_128185552_128185582_31_-	0	0
mmu_piR_014671_DQ692957	0	0
URS0000022D21_GR_chr6_128185554_128185582_29_-	0	0
mmu_piR_018228_DQ698230	0	0
URS000027E572_GR_chr6_128185555_128185582_28_-	0	0
URS000052B366_GR_chr6_128185556_128185582_27_-	0	0
URS000006264C_GR_chr6_128185556_128185584_29_-	0	0
mmu_piR_019493_DQ700085	0	0
mmu_piR_018662_DQ698877	0	0
mmu_piR_011712_DQ688458	0	0
URS00003C3FD9_GR_chr6_128185639_128185667_29_-	0	0
mmu_piR_023818_DQ706433	0.33	0
mmu_piR_001856_DQ544586	0	0
mmu_piR_022380_DQ704340	0	0
mmu_piR_037265_DQ725877	0	0
mmu_piR_005531_DQ556652	0	0
URS0000072F63_GR_chr6_128185861_128185888_28_-	0	0
mmu_piR_020317_DQ701317	0	0.02
mmu_piR_010216_DQ686150	0	0
URS000011EA7C_GR_chr6_128186039_128186066_28_-	0	0
mmu_piR_005386_DQ556001	0	0
mmu_piR_017309_DQ696866	0	0
mmu_piR_034314_DQ721610	0	0
URS00003447A0_GR_chr6_128186117_128186145_29_-	0	0
mmu_piR_033229_DQ720019	0	0
mmu_piR_018266_DQ698286	0	0
URS00001C2FE8_GR_chr6_128186190_128186216_27_-	0	0
mmu_piR_020390_DQ701428	0	0
mmu_piR_027747_DQ712107	0	0
mmu_piR_032342_DQ718664	0	0
mmu_piR_019521_DQ700125	0	0
mmu_piR_032268_DQ718553	0	0
mmu_piR_005089_DQ555042	0	0
URS000002AE28_GR_chr6_128186253_128186281_29_-	0	0
mmu_piR_001970_DQ544835	0	0
mmu_piR_010392_DQ686439	0.01	0
mmu_piR_029508_DQ714635	0.01	0
URS00003E01E2_GR_chr6_128186376_128186403_28_-	0	0
mmu_piR_013518_DQ691257	0.05	0
mmu_piR_004243_DQ552255	0	0
URS000043C66A_GR_chr6_128186435_128186464_30_-	0	0
mmu_piR_033896_DQ721001	0	0
URS0000173524_GR_chr6_128186500_128186527_28_-	0	0
URS00003A46D0_GR_chr6_128186544_128186571_28_-	0	0
mmu_piR_034597_DQ722006	0	0
URS00004EA1A3_GR_chr6_128186563_128186591_29_-	0	0
mmu_piR_033830_DQ720911	0	0
mmu_piR_026870_DQ710838	0	0
mmu_piR_031302_DQ717178	0	0
URS00005F7EFE_GR_chr6_128186763_128186790_28_-	0	0
URS000049AD23_GR_chr6_128186838_128186867_30_-	0	0
mmu_piR_025280_DQ708528	0	0
URS00002E88AD_GR_chr6_128186872_128186901_30_-	0	0
mmu_piR_018531_DQ698693	0	0
mmu_piR_009436_DQ684914	0	0
URS00005C2E5B_GR_chr6_128186874_128186903_30_-	0	0
mmu_piR_019458_DQ700030	0	0
URS000012D37D_GR_chr6_128186889_128186918_30_-	0	0
mmu_piR_001344_DQ543171	0	0.5
URS00001F0B58_GR_chr6_128186927_128186955_29_-	0	0.5
mmu_piR_015367_DQ693984	0	0.17
URS00005E26C3_GR_chr6_128186979_128187007_29_-	0	0
mmu_piR_035290_DQ723037	0	0
mmu_piR_000296_DQ540253	1.21	0.85
mmu_piR_007966_DQ565769	0	0
mmu_piR_022655_DQ704731	0	0
mmu_piR_021206_DQ702587	0	0
URS00003479CC_GR_chr6_128187281_128187307_27_-	0	0
mmu_piR_014256_DQ692354	0	0
mmu_piR_020395_DQ701433	0	0
mmu_piR_029249_DQ714279	0	0
mmu_piR_019166_DQ699604	0	0
mmu_piR_018236_DQ698243	0	0
mmu_piR_004484_DQ553120	0	0
mmu_piR_034818_DQ722321	0	0
mmu_piR_033208_DQ719982	0	0
URS00004FD803_GR_chr6_128187566_128187594_29_-	0	0
mmu_piR_020545_DQ701645	0	0
mmu_piR_017801_DQ697586	0	0
URS000011EB84_GR_chr6_128187619_128187641_23_-	0	0
mmu_piR_017568_DQ697244	0	0
mmu_piR_011931_DQ688802	0	0
URS000056D0B9_GR_chr6_128187714_128187742_29_-	0	0
mmu_piR_000314_DQ540294	0	0
mmu_piR_001953_DQ544793	0	0
URS00000D14AB_GR_chr6_128187717_128187742_26_-	0	0
URS000031F06F_GR_chr6_128187746_128187770_25_-	0	0
mmu_piR_016208_DQ695237	0	0
URS0000286B7F_GR_chr6_128187748_128187775_28_-	0	0
mmu_piR_034117_DQ721319	0	0
URS00000F7416_GR_chr6_128187869_128187897_29_-	0.01	0
mmu_piR_017210_DQ696718	0.01	0
URS00000A2819_GR_chr6_128187870_128187899_30_-	0.01	0
mmu_piR_016206_DQ695235	0	0
mmu_piR_034944_DQ722518	0	0
URS000025783E_GR_chr6_128187982_128188009_28_-	0	0
URS000057219F_GR_chr6_128187983_128188009_27_-	0	0
URS00000DC9B5_GR_chr6_128187984_128188009_26_-	0	0
URS000012F573_GR_chr6_128187985_128188009_25_-	0	0
mmu_piR_009219_DQ569687	0	0
mmu_piR_016803_DQ696118	0	0
URS00000B6E0D_GR_chr6_128188007_128188033_27_-	0	0
URS000026532B_GR_chr6_128188010_128188038_29_-	0	0
URS00005F356B_GR_chr6_128188011_128188038_28_-	0	0
mmu_piR_018970_DQ699325	0	0
mmu_piR_011106_DQ687540	0	0
URS000004A301_GR_chr6_128188019_128188047_29_-	0	0
mmu_piR_031270_DQ717128	0	0
URS000041CF00_GR_chr6_128188020_128188047_28_-	0	0
URS000018D8B0_GR_chr6_128188021_128188047_27_-	0	0
URS00002A6218_GR_chr6_128188022_128188047_26_-	0	0
URS0000091DFB_GR_chr6_128188048_128188076_29_-	0	0
mmu_piR_008837_DQ568628	0	0
URS00005BF622_GR_chr6_128188049_128188078_30_-	0	0
URS0000043904_GR_chr6_128188140_128188166_27_-	0	0
mmu_piR_006886_DQ562188	0	0
mmu_piR_027339_DQ711521	0	0
mmu_piR_028229_DQ712801	0	0
URS000016FDD2_GR_chr6_128188392_128188416_25_-	0	0
mmu_piR_001461_DQ543450	0	0
URS00000215A3_GR_chr6_128188420_128188451_32_-	0	0
mmu_piR_021300_DQ702718	0	0
URS0000205CB4_GR_chr6_128188422_128188451_30_-	0	0
URS0000225D99_GR_chr6_128188425_128188451_27_-	0	0
mmu_piR_033358_DQ720211	0	0
mmu_piR_031521_DQ717496	0.17	1.17
mmu_piR_000815_DQ541501	0	0
mmu_piR_037450_DQ726153	0	0.33
mmu_piR_018132_DQ698062	0	0
mmu_piR_020135_DQ701043	0	0
mmu_piR_009076_DQ569310	0.2	0
mmu_piR_003681_DQ550565	0	0
URS00002D5D80_GR_chr6_128188854_128188883_30_-	0	0
mmu_piR_001994_DQ544887	0	0
mmu_piR_015212_DQ693753	0	0
mmu_piR_012538_DQ689745	0	0
URS0000443B17_GR_chr6_128188913_128188941_29_-	0	0
mmu_piR_012930_DQ690375	0	0
mmu_piR_035167_DQ722852	0	0
URS000040B79A_GR_chr6_128188918_128188946_29_-	0	0
URS00002FC57E_GR_chr6_128188919_128188946_28_-	0	0
mmu_piR_026394_DQ710165	0	0
mmu_piR_028216_DQ712785	0	0
URS00001A94E9_GR_chr6_128188937_128188966_30_-	0	0
mmu_piR_018207_DQ698195	0	0
mmu_piR_032032_DQ718195	0	0
mmu_piR_019026_DQ699406	0	0
mmu_piR_007160_DQ562958	0	0
mmu_piR_031801_DQ717875	0	0
URS00000F2691_GR_chr6_128188995_128189023_29_-	0	0
mmu_piR_011926_DQ688794	0	0
mmu_piR_029280_DQ714327	0	0
mmu_piR_008150_DQ566384	0	0
mmu_piR_027348_DQ711534	0	0
mmu_piR_010428_DQ686498	0	0
URS00001678ED_GR_chr6_128189155_128189184_30_-	0	0
URS00004F6342_GR_chr6_128189156_128189184_29_-	0	0
URS00001062E3_GR_chr6_128189157_128189184_28_-	0	0
mmu_piR_018422_DQ698527	0	0.5
URS00001C639C_GR_chr6_128189205_128189234_30_-	0	0
URS00004A66CB_GR_chr6_128189206_128189234_29_-	0	0
mmu_piR_001697_DQ544197	0	0
mmu_piR_024545_DQ707466	0	0
mmu_piR_021307_DQ702728	0	0
mmu_piR_034192_DQ721428	0	0
URS000026DA4E_GR_chr6_128189330_128189356_27_-	0	0
mmu_piR_031891_DQ717999	0	0
mmu_piR_018592_DQ698775	0	0
URS00005DCCE0_GR_chr6_128189370_128189399_30_-	0	0
mmu_piR_027859_DQ712262	0	0
URS00003AD34A_GR_chr6_128189382_128189407_26_-	0	0
URS000014D260_GR_chr6_128189384_128189413_30_-	0	0
URS000016656A_GR_chr6_128189394_128189418_25_-	0	0
mmu_piR_012710_DQ690013	0	0
URS000055A73A_GR_chr6_128189397_128189423_27_-	0	0
mmu_piR_037170_DQ725741	0	0
mmu_piR_004387_DQ552735	0	0
URS0000506123_GR_chr6_128189469_128189497_29_-	0	0
URS000017517A_GR_chr6_128189470_128189497_28_-	0	0
URS00005B777C_GR_chr6_128189471_128189497_27_-	0	0
mmu_piR_000747_DQ541348	0	0
mmu_piR_010995_DQ687377	0	0
URS0000609D9D_GR_chr6_128189478_128189506_29_-	0	0
mmu_piR_028063_DQ712559	0	0
mmu_piR_022973_DQ705167	0	0
mmu_piR_024088_DQ706827	0	0
mmu_piR_025434_DQ708747	0	0
mmu_piR_035427_DQ723225	0	0
mmu_piR_020994_DQ702290	0	0
URS000035CA4A_GR_chr6_128189631_128189660_30_-	0	0
URS00002F3570_GR_chr6_128190472_128190495_24_-	0	0
URS000054887F_GR_chr6_128190499_128190527_29_-	0	0
mmu_piR_025960_DQ709502	0	0
mmu_piR_002602_DQ547072	0	0
URS000050A5F3_GR_chr6_128190624_128190653_30_-	0	0
mmu_piR_002175_DQ545546	0	0
URS00001E8FCB_GR_chr6_128190626_128190653_28_-	0	0
URS0000221EBF_GR_chr6_128190627_128190653_27_-	0	0
URS00002B8AD7_GR_chr6_128190628_128190653_26_-	0	0
URS0000455777_GR_chr6_128190629_128190653_25_-	0	0
mmu_piR_007730_DQ564919	0	0.11
URS00003B6A40_GR_chr6_128190632_128190660_29_-	0	0
mmu_piR_018880_DQ699197	0	0
mmu_piR_018640_DQ698846	0	0
URS00003742A8_GR_chr6_128190717_128190746_30_-	0	0
URS0000211439_GR_chr6_128190718_128190746_29_-	0	0
mmu_piR_022940_DQ705117	0	0
URS000014A53A_GR_chr6_128190719_128190746_28_-	0	0
mmu_piR_025045_DQ708186	0	0
mmu_piR_026136_DQ709775	0	0
mmu_piR_033007_DQ719655	0	0
mmu_piR_016653_DQ695904	0	0
URS00002FFF5A_GR_chr6_128190757_128190785_29_-	0	0
mmu_piR_013667_DQ691480	0	0
mmu_piR_001388_DQ543274	0	0
URS0000616488_GR_chr6_128194036_128194061_26_-	0	0
mmu_piR_028898_DQ713747	0	0
mmu_piR_016302_DQ695377	0	0
mmu_piR_030605_DQ716194	0	0
URS00005F0064_GR_chr6_128200219_128200247_29_-	0	0
URS00002111A6_GR_chr6_128200220_128200247_28_-	0	0
URS00000749DF_GR_chr6_128200220_128200249_30_-	0	0
mmu_piR_007857_DQ565383	0	0
URS00003CE7CD_GR_chr6_128200245_128200274_30_-	0	0
URS00000A30A0_GR_chr6_128200246_128200274_29_-	0	0
URS0000099686_GR_chr6_128200248_128200274_27_-	0	0
mmu_piR_030244_DQ715689	0	0
mmu_piR_008370_DQ567214	0	0
URS0000071099_GR_chr6_128200363_128200390_28_-	0	0
URS000040C9E8_GR_chr6_128200368_128200390_23_-	0	0
mmu_piR_021663_DQ703245	0	0
mmu_piR_029819_DQ715070	0	0.33
URS00003E80E6_GR_chr6_128200436_128200460_25_-	0	0
mmu_piR_030076_DQ715447	0	0
URS00000E894E_GR_chr6_128200549_128200623_75_-	0.15	1
URS000060B580_GR_chr6_128245566_128245597_32_-	0	0
URS0000422C85_GR_chr6_128304187_128304261_75_-	0	0
URS0000605AF7_GR_chr6_128310473_128310545_73_+	0	0
URS00004E540A_GR_chr6_128331988_128332060_73_-	0	0
URS0000227BAB_GR_chr6_128381000_128381073_74_-	0	0
URS0000405825_GR_chr6_128420294_128420366_73_+	0.08	0.45
mmu_piR_035690_DQ723626	0	0
mmu_piR_023962_DQ706635	0	0
mmu_piR_013598_DQ691385	0	0
mmu_piR_006464_DQ561190	0	0
mmu_piR_024274_DQ707089	0	0
mmu_piR_017849_DQ697654	0	0
URS00000707C3_GR_chr6_128444170_128444200_31_+	0	0
URS00003E552F_GR_chr6_128444193_128444221_29_+	0	0
URS00004564BA_GR_chr6_128444193_128444222_30_+	0	0
mmu_piR_030248_DQ715695	0	0
mmu_piR_026838_DQ710795	0	0
mmu_piR_023925_DQ706585	0	0
mmu_piR_003206_DQ549121	0	0
mmu_piR_006631_DQ561617	0	0
mmu_piR_012873_DQ690278	0	0
mmu_piR_013161_DQ690720	0	0
mmu_piR_033920_DQ721036	0	0
mmu_piR_020427_DQ701475	0	0
URS0000354244_GR_chr6_128444278_128444302_25_+	0	0
URS00001768E3_GR_chr6_128444278_128444306_29_+	0	0
mmu_piR_012513_DQ689702	0	0
mmu_piR_028637_DQ713376	0	0
mmu_piR_024711_DQ707722	0	0
mmu_piR_013747_DQ691604	0	0
mmu_piR_036629_DQ724969	0	0
mmu_piR_014638_DQ692908	0	0
mmu_piR_017152_DQ696622	0	0
mmu_piR_001068_DQ542273	0	0
mmu_piR_009092_DQ569356	0	0
mmu_piR_033706_DQ720724	0	0
URS0000007F82_GR_chr6_128444940_128444967_28_+	0	0
mmu_piR_008217_DQ566635	0	0
mmu_piR_012820_DQ690187	0	0
mmu_piR_017901_DQ697726	0	0
mmu_piR_002012_DQ544979	0.06	0
mmu_piR_016633_DQ695873	0	0
mmu_piR_030073_DQ715444	1	0
mmu_piR_004001_DQ551369	0.26	0.07
URS0000459A65_GR_chr6_128445257_128445285_29_+	0.01	0
mmu_piR_005124_DQ555150	0.01	0.01
URS000027B7BC_GR_chr6_128445259_128445285_27_+	0.01	0
URS00005AA3F7_GR_chr6_128445271_128445300_30_+	0	0.01
mmu_piR_032737_DQ719238	0	0.5
mmu_piR_020412_DQ701455	0	0
mmu_piR_019936_DQ700765	0	0
mmu_piR_006454_DQ561169	0	0
mmu_piR_003296_DQ549400	0	0
mmu_piR_021075_DQ702401	0	0
mmu_piR_008774_DQ568422	0	0
mmu_piR_022653_DQ704729	0	0
URS000001E46F_GR_chr6_128445354_128445383_30_+	0	0
mmu_piR_018817_DQ699113	0	0
mmu_piR_005100_DQ555073	0	0
mmu_piR_032075_DQ718263	0	0
mmu_piR_005080_DQ555023	0	0
mmu_piR_038121_DQ727120	0	0
URS000021DDA0_GR_chr6_128445696_128445725_30_+	0.03	0
mmu_piR_009253_DQ569781	0.03	0
mmu_piR_009609_DQ685200	0	0
URS00004E4C6C_GR_chr6_128445793_128445822_30_+	0	0
mmu_piR_022825_DQ704960	0	0
mmu_piR_009187_DQ569602	0	0
mmu_piR_031378_DQ717284	0	0
mmu_piR_029030_DQ713960	0	0
mmu_piR_014338_DQ692486	0	0
mmu_piR_001692_DQ544188	0	0
mmu_piR_025808_DQ709294	0	0
mmu_piR_034562_DQ721956	0	0
mmu_piR_018105_DQ698016	0	0
mmu_piR_024191_DQ706980	0	0
mmu_piR_018143_DQ698083	0	0
mmu_piR_022452_DQ704448	1	1
mmu_piR_024469_DQ707360	0	0
mmu_piR_007064_DQ562742	0	0
URS00005BC066_GR_chr6_128446873_128446901_29_+	0	0
mmu_piR_009466_DQ684968	0	0
URS00005E9F6B_GR_chr6_128446874_128446898_25_+	0	0
URS000016AF09_GR_chr6_128446874_128446900_27_+	0	0
URS00000E479F_GR_chr6_128446874_128446901_28_+	0	0
URS00000656DE_GR_chr6_128446874_128446902_29_+	0	0
URS00002F4CB2_GR_chr6_128446874_128446903_30_+	0	0
mmu_piR_010869_DQ687171	0	0
mmu_piR_037114_DQ725661	0	0
URS00000CD5A9_GR_chr6_128446981_128447009_29_+	0	0
mmu_piR_003529_DQ550146	0	0
mmu_piR_021525_DQ703042	0	0
mmu_piR_030750_DQ716398	0	0
mmu_piR_026788_DQ710728	0	0
URS0000376D2D_GR_chr6_128447028_128447056_29_+	0	0
mmu_piR_026558_DQ710399	0	0
mmu_piR_035143_DQ722820	0	0
mmu_piR_020752_DQ701953	0	0
mmu_piR_032228_DQ718495	0.5	0
mmu_piR_030580_DQ716158	0	0
URS00004AD28A_GR_chr6_128447079_128447106_28_+	0	0
URS000060735D_GR_chr6_128447079_128447107_29_+	0	0
URS0000404426_GR_chr6_128447079_128447108_30_+	0	0
URS0000273B68_GR_chr6_128447079_128447109_31_+	0	0
mmu_piR_017611_DQ697313	0	0
mmu_piR_012888_DQ690307	0	0
mmu_piR_013166_DQ690725	0	0.07
mmu_piR_027331_DQ711509	0	0.07
mmu_piR_023057_DQ705300	0	0
mmu_piR_015012_DQ693475	0	0
mmu_piR_027928_DQ712357	0	0
mmu_piR_022208_DQ704075	0	0
mmu_piR_030302_DQ715775	0	0
mmu_piR_035650_DQ723549	0	0
mmu_piR_022816_DQ704951	0	0
mmu_piR_035508_DQ723337	0	0
URS00000B5AD7_GR_chr6_128447480_128447507_28_+	0	0
mmu_piR_005653_DQ557002	0	0
mmu_piR_022510_DQ704526	0	0
mmu_piR_038245_DQ727310	0	0
mmu_piR_031283_DQ717151	0	0
mmu_piR_015436_DQ694091	0.25	0
mmu_piR_034009_DQ721166	0.25	0
mmu_piR_017650_DQ697365	0	0
mmu_piR_032436_DQ718801	0	0
mmu_piR_001764_DQ544357	0	0
mmu_piR_038082_DQ727067	0	0.44
URS00005C3EFA_GR_chr6_128447943_128447970_28_+	0	0
mmu_piR_037669_DQ726464	0.44	0.44
mmu_piR_002529_DQ546808	0	0
URS0000136741_GR_chr6_128448152_128448180_29_+	0	0
mmu_piR_033598_DQ720564	1	0
mmu_piR_033735_DQ720765	0	0
mmu_piR_031328_DQ717211	0	0
mmu_piR_007604_DQ564499	0	0
mmu_piR_036264_DQ724449	0	0
mmu_piR_001137_DQ542480	0	0
mmu_piR_008077_DQ566143	0	0
URS00001DCC05_GR_chr6_128448889_128448917_29_+	0	0
URS00001BA72B_GR_chr6_128448889_128448918_30_+	0	0
URS0000524B26_GR_chr6_128448889_128448919_31_+	0	0
mmu_piR_028399_DQ713039	0	0
URS00005A42DA_GR_chr6_128448894_128448921_28_+	0	0
mmu_piR_004163_DQ551933	0	0
URS0000553482_GR_chr6_128448924_128448952_29_+	0	0
URS0000376850_GR_chr6_128448924_128448953_30_+	0	0
mmu_piR_007872_DQ565428	0	0
mmu_piR_007474_DQ564017	0	0
mmu_piR_028593_DQ713317	0	0
mmu_piR_006791_DQ561972	0	0
mmu_piR_030788_DQ716449	0	0
