smallRNA_id	logFC_tumor_vs_normal_FC	P.Value_tumor_vs_normal_FC	adj.P.Val_tumor_vs_normal_FC	logFC_tumor_vs_normal_salmon	P.Value_tumor_vs_normal_salmon	adj.P.Val_tumor_vs_normal_salmon	gene_type
URS0000A77ED7_GR_chr2_206161878_206161957_80_+	0.061022597	0.896468333	0.920878044	NA	NA	NA	snoRNA
URS000004E6C0_GR_chr2_206161881_206161950_70_+	0.061022597	0.896468333	0.920878044	NA	NA	NA	snoRNA
URS0000EFDFEC_GR_chrX_110055347_110055409_63_+	-0.051629908	0.89686485	0.920878044	NA	NA	NA	precursor_RNA
URS0000D51422_GR_chr5_10402364_10402385_22_+	0.055315366	0.897607005	0.921066553	NA	NA	NA	miRNA
hsa_piR_019420_DQ596670	-0.056918884	0.907321495	0.930455936	-0.270352558	0.613882949	0.714365068	piRNA
URS000167E1A8_GR_chr11_76235867_76235891_25_-	0.050084158	0.908479013	0.931063948	NA	NA	NA	other
URS0000D56919_GR_chr5_10402364_10402431_68_+	0.048265182	0.910524351	0.932580531	NA	NA	NA	precursor_RNA
URS00007351A0_GR_chr13_41455925_41455996_72_-	0.055049639	0.912385899	0.933327759	NA	NA	NA	tRNA
URS0000C8E9D0_GR_chr13_41455925_41455997_73_-	0.055049639	0.912385899	0.933327759	NA	NA	NA	tRNA
URS00002FF4FF_GR_chr21_8218734_8218764_31_+	0.048275638	0.916225554	0.936674481	0.231699497	0.696860331	0.782892471	piRNA
URS0000147F3E_GR_chr14_100884716_100884737_22_+	-0.048559591	0.919353254	0.939289663	NA	NA	NA	miRNA
URS00004AFF8D_GR_chr3_52268336_52268357_22_-	0.02785678	0.920690252	0.940073205	0.371188218	0.270596759	0.389009558	miRNA
URS00006CCF53_GR_chr5_181243312_181243379_68_-	0.041352197	0.921851074	0.940676003	0.553762572	0.206158346	0.319598117	snoRNA
URS00004EAB18_GR_chr14_100884716_100884738_23_+	-0.045842742	0.924107843	0.942395691	-0.063066478	0.89259532	0.919888721	miRNA
URS0000EFE11F_GR_chrX_74287294_74287346_53_-	0.029028971	0.931157816	0.948998293	-0.639481905	0.051459283	0.114214507	precursor_RNA
URS0000646601_GR_chr17_38861684_38861755_72_-	0.032890032	0.935353488	0.952298726	NA	NA	NA	tRNA
URS00000AED6F_GR_chr19_4724070_4724141_72_+	-0.035163713	0.935551205	0.952298726	0.131467369	0.772199032	0.83754603	tRNA
URS000070931D_GR_chr9_124692472_124692545_74_+	-0.021625802	0.938958529	0.95517743	-0.846999297	0.014583665	0.045234408	precursor_RNA
URS000029AE45_GR_chr1_220200549_220200571_23_-	-0.026552387	0.94121403	0.956881588	-0.003010792	0.992890674	0.992890674	miRNA
URS000008F0CF_GR_chr10_89592747_89592827_81_-	0.024519917	0.945205884	0.960347815	NA	NA	NA	precursor_RNA
URS00003E16E5_GR_chr7_25949960_25949981_22_-	-0.026887868	0.946494689	0.961065113	NA	NA	NA	miRNA
URS0000EFD8CD_GR_chr9_124692479_124692539_61_+	-0.017572837	0.950472754	0.964510506	0.047503832	0.860741792	0.903522447	precursor_RNA
URS00006BE46D_GR_chr10_89592748_89592825_78_-	0.021369271	0.952265522	0.965735453	NA	NA	NA	precursor_RNA
URS00006292A1_GR_chr3_52692736_52692812_77_+	0.022706271	0.953584674	0.966046022	0.097359454	0.794112094	0.856210907	snoRNA
URS0000EFC162_GR_chr10_89592755_89592815_61_-	0.020709488	0.953743434	0.966046022	NA	NA	NA	precursor_RNA
URS00006D74B2_GR_chr6_27583457_27583528_72_-	-0.019959601	0.957097551	0.968848288	NA	NA	NA	tRNA
URS00007E48AA_GR_chr8_140732586_140732607_22_-	-0.016063978	0.959197114	0.97037794	0.033563758	0.910975418	0.931446776	miRNA
URS00004D7B5D_GR_chr9_131485665_131485750_86_+	0.014578392	0.963211308	0.973841476	NA	NA	NA	snoRNA
URS00006A92FA_GR_chrX_74287286_74287356_71_-	0.014892344	0.964405027	0.973854188	-1.075279956	0.038962157	0.092085047	precursor_RNA
URS000075BDBF_GR_chrX_74287286_74287357_72_-	0.014892344	0.964405027	0.973854188	NA	NA	NA	precursor_RNA
URS00005743AE_GR_chr10_89592756_89592778_23_-	0.015519734	0.96566158	0.974526282	0.835757745	0.071632785	0.14718467	miRNA
hsa_piR_020548_DQ598263	-0.012799759	0.969576814	0.977879001	-0.033247775	0.92134051	0.939689265	piRNA
URS000016C318_GR_chr8_140732587_140732607_21_-	0.010926843	0.973015648	0.980747435	NA	NA	NA	miRNA
URS000075BCEB_GR_chr16_14925937_14926003_67_+	-0.012910283	0.974963761	0.981665895	0.095112098	0.856023849	0.900556882	precursor_RNA
URS0000571896_GR_chr5_181243314_181243376_63_-	0.013510991	0.975117487	0.981665895	0.035303483	0.934022799	0.949676812	snoRNA
URS00006878F7_GR_chr3_110640242_110640316_75_+	0.010465892	0.979642588	0.985619663	NA	NA	NA	tRNA
URS000068C891_GR_chr22_29333163_29333258_96_-	-0.008284186	0.983526531	0.988923933	-0.198336783	0.599556063	0.701280228	snoRNA
URS00006F4537_GR_chr2_156400769_156400840_72_+	-0.007004717	0.984918133	0.989568403	0.551177192	0.431043056	0.55324285	tRNA
URS00001CE4E0_GR_chr11_59557497_59557569_73_-	0.009404171	0.985367688	0.989568403	NA	NA	NA	tRNA
URS00001AEF2D_GR_chr1_220200550_220200571_22_-	-0.006009582	0.986864579	0.990468467	NA	NA	NA	miRNA
URS0000EFD70E_GR_chr10_102436519_102436578_60_+	-0.003975651	0.991334043	0.993956046	0.110940629	0.73948712	0.811884981	precursor_RNA
URS000075C2A0_GR_chr10_102436512_102436584_73_+	-0.003878662	0.991544995	0.993956046	-0.997293264	0.025911038	0.066607471	precursor_RNA
URS00006BD38E_GR_chr10_102436505_102436593_89_+	-0.0032479	0.992918277	0.994727971	NA	NA	NA	precursor_RNA
URS0000B8AE00_GR_chr14_16054727_16054746_20_+	-0.002006513	0.995371562	0.99658027	NA	NA	NA	miRNA
URS000061B694_GR_chr10_102436520_102436541_22_+	-0.001630648	0.996059558	0.996663963	NA	NA	NA	miRNA
URS00007169CB_GR_chr1_40754371_40754432_62_+	3.81E-04	0.998979617	0.998979617	0.234578746	0.409271374	0.534342827	precursor_RNA
URS00006C1298_GR_chr12_6943818_6943878_61_+	NA	NA	NA	3.402802474	1.09E-05	9.53E-04	snRNA
URS000005A8ED_GR_chr14_101033804_101033825_22_+	NA	NA	NA	-2.678051568	1.21E-04	0.002617074	miRNA
URS0000EFBBA3_GR_chr7_129774697_129774761_65_-	NA	NA	NA	3.061803098	1.32E-04	0.002617074	precursor_RNA
URS00001E5D61_GR_chr1_173864370_173864434_65_-	NA	NA	NA	1.953650766	1.66E-04	0.003018314	misc_RNA
URS00005E651E_GR_chr14_101039732_101039752_21_+	NA	NA	NA	-2.177689037	2.12E-04	0.003457787	miRNA
URS0000A99FDF_GR_chr11_33196547_33196637_91_-	NA	NA	NA	2.852242961	2.14E-04	0.003457787	Y_RNA
URS0000690AB9_GR_chr14_100981004_100981075_72_+	NA	NA	NA	-2.387687999	2.24E-04	0.003457787	snoRNA
URS0000EFBE94_GR_chr14_101023339_101023395_57_+	NA	NA	NA	-2.177709129	2.43E-04	0.003459016	precursor_RNA
URS000015B295_GR_chr14_101046505_101046526_22_+	NA	NA	NA	-2.109581107	2.84E-04	0.003607357	miRNA
URS00007E3F2D_GR_chr21_16539138_16539160_23_+	NA	NA	NA	-2.685601635	3.06E-04	0.00371614	miRNA
URS00000FC8EB_GR_chr2_25328651_25328674_24_-	NA	NA	NA	1.929047005	4.52E-04	0.004516622	miRNA
URS0000830339_GR_chr1_173866635_173866714_80_-	NA	NA	NA	1.869229474	5.70E-04	0.005345856	snoRNA
hsa_piR_019102_DQ596225	NA	NA	NA	-1.781977616	6.46E-04	0.00581401	piRNA
URS000043C63A_GR_chrM_15955_15976_22_-	NA	NA	NA	2.500143914	6.66E-04	0.00581401	tRNA
URS0000636753_GR_chr14_100955370_100955439_70_+	NA	NA	NA	-2.605927438	6.85E-04	0.005881671	snoRNA
URS00000DDDCA_GR_chr8_123157229_123157270_42_-	NA	NA	NA	1.604537085	7.30E-04	0.006134792	misc_RNA
URS00007E3A17_GR_chr18_21825711_21825733_23_-	NA	NA	NA	-5.524392393	8.20E-04	0.006469353	miRNA
URS0000AA27D3_GR_chr9_133350847_133350912_66_+	NA	NA	NA	1.845809896	9.06E-04	0.006869101	snoRNA
URS000006372A_GR_chr14_101055464_101055485_22_+	NA	NA	NA	-2.08693364	9.20E-04	0.006908672	miRNA
URS00000894FB_GR_chr16_3152935_3152955_21_+	NA	NA	NA	-1.899359578	9.53E-04	0.006990277	miRNA
hsa_piR_000805_DQ571003	NA	NA	NA	1.667063359	9.93E-04	0.007062181	piRNA
URS0000229622_GR_chr1_198858887_198858907_21_-	NA	NA	NA	2.356740263	0.001106026	0.007529583	miRNA
hsa_piR_021214_DQ599147	NA	NA	NA	1.89234108	0.001253903	0.008314443	piRNA
URS000062318B_GR_chr14_101033756_101033835_80_+	NA	NA	NA	-2.239521897	0.001309745	0.008574589	precursor_RNA
URS00006324F5_GR_chr22_21792434_21792524_91_+	NA	NA	NA	-1.543215621	0.001354136	0.008801881	rRNA
URS000080222F_GR_chrM_1551_1601_51_+	NA	NA	NA	2.248078951	0.001414372	0.009000551	rRNA
URS000075ED12_GR_chr14_100941126_100941201_76_+	NA	NA	NA	-2.487312969	0.00146785	0.009088606	snoRNA
URS000045B99E_GR_chr14_101047949_101047969_21_+	NA	NA	NA	-1.593413022	0.001573825	0.009360661	miRNA
URS0000D53CCC_GR_chr21_8436324_8436374_51_+	NA	NA	NA	2.999519071	0.001650336	0.009678546	precursor_RNA
URS0000204177_GR_chr14_100884750_100884771_22_+	NA	NA	NA	-1.729359839	0.001956492	0.011197531	miRNA
URS0000EFC2B1_GR_chr14_101065605_101065661_57_+	NA	NA	NA	-1.848703054	0.002157102	0.011969284	precursor_RNA
URS0000DD9FD7_GR_chrM_12146_12206_61_+	NA	NA	NA	1.428160093	0.002221472	0.012105029	tRNA
URS00002C0FCB_GR_chr22_21653354_21653375_22_+	NA	NA	NA	1.471210357	0.002530135	0.013156701	miRNA
URS00004900F1_GR_chr14_100911186_100911207_22_+	NA	NA	NA	-1.891345933	0.002565186	0.01321568	miRNA
URS0000543D82_GR_chr15_79209840_79209861_22_+	NA	NA	NA	1.689581514	0.002570522	0.01321568	miRNA
URS00007D3C57_GR_chrM_15956_15978_23_-	NA	NA	NA	2.066007835	0.002633827	0.013318749	tRNA
URS0000D510F1_GR_chr17_59137785_59137809_25_-	NA	NA	NA	2.073605663	0.002634478	0.013318749	miRNA
URS00004A26B5_GR_chr14_104117428_104117450_23_-	NA	NA	NA	1.351359905	0.002792105	0.013734137	miRNA
URS000041FA2C_GR_chr16_2271806_2271826_21_+	NA	NA	NA	1.758949943	0.003311383	0.016028503	miRNA
URS00007D852F_GR_chrM_15888_15938_51_+	NA	NA	NA	2.912812268	0.003388789	0.016273657	tRNA
URS0000E505FF_GR_chrM_2853_2942_90_+	NA	NA	NA	1.404675059	0.003429989	0.016341835	rRNA
URS0000EFEF50_GR_chr20_58817625_58817681_57_-	NA	NA	NA	-1.619443874	0.003931266	0.018067938	precursor_RNA
URS000024468D_GR_chr17_68019896_68019931_36_-	NA	NA	NA	1.312522738	0.004171533	0.018980476	misc_RNA
URS00005F9DAE_GR_chr7_5495834_5495857_24_-	NA	NA	NA	1.396586498	0.004212627	0.019027903	miRNA
URS000008931A_GR_chr14_101059769_101059790_22_+	NA	NA	NA	-1.757163429	0.00484549	0.020473545	miRNA
URS000075E232_GR_chr17_7017627_7017649_23_-	NA	NA	NA	-2.118282025	0.005283542	0.021854649	miRNA
URS0000A85F9B_GR_chr2_128350829_128350927_99_-	NA	NA	NA	2.010940078	0.006037165	0.024727575	Y_RNA
URS0000EFED7D_GR_chr14_101047329_101047352_24_+	NA	NA	NA	-1.703191145	0.006059614	0.024727575	miRNA
URS0000BA5588_GR_chr1_632615_632685_71_-	NA	NA	NA	1.628460172	0.006178294	0.0248772	precursor_RNA
URS00003BD810_GR_chr22_21653316_21653337_22_+	NA	NA	NA	1.819745275	0.006894723	0.026659581	miRNA
URS00002F74F1_GR_chr9_40929010_40929031_22_-	NA	NA	NA	-1.262033245	0.007189346	0.027488676	miRNA
URS0000DCCA79_GR_chrM_5826_5856_31_-	NA	NA	NA	1.877761894	0.007283823	0.027733384	tRNA
URS0000DC002B_GR_chrM_592_647_56_+	NA	NA	NA	1.330952079	0.008256799	0.030419786	tRNA
URS0000EFDDA3_GR_chr11_2134139_2134202_64_-	NA	NA	NA	-1.989541365	0.008865862	0.031515367	precursor_RNA
URS00001DC04F_GR_chr18_21829015_21829036_22_-	NA	NA	NA	-2.995788986	0.010109769	0.034848069	miRNA
URS00007131DA_GR_chr9_133350456_133350528_73_+	NA	NA	NA	1.437646752	0.010180827	0.034960576	snoRNA
URS000025E031_GR_chr6_28944575_28944647_73_+	NA	NA	NA	1.234096107	0.010308917	0.035135259	tRNA
URS00007BDBCB_GR_chrM_15956_15981_26_-	NA	NA	NA	1.900582289	0.011714137	0.038763143	tRNA
URS00006CC403_GR_chr14_100939556_100939630_75_+	NA	NA	NA	-1.188266551	0.012018812	0.039627243	snoRNA
URS0000405AD1_GR_chrX_63786053_63786075_23_-	NA	NA	NA	-1.582904409	0.012396951	0.040726446	miRNA
URS000042BD45_GR_chr1_172138816_172138838_23_-	NA	NA	NA	-1.131805592	0.015404411	0.046882989	miRNA
URS0000027F06_GR_chrM_12207_12265_59_+	NA	NA	NA	0.940728055	0.016243084	0.048787286	tRNA
URS0000D516DD_GR_chr14_100109673_100109699_27_+	NA	NA	NA	1.561527384	0.016661416	0.04938726	miRNA
URS000026795D_GR_chr1_173864829_173864889_61_-	NA	NA	NA	1.161416087	0.018574357	0.053830143	snoRNA
URS000098604A_GR_chr2_202346276_202346373_98_-	NA	NA	NA	1.476238461	0.019712744	0.056588634	rRNA
URS00004953B9_GR_chrM_716_777_62_+	NA	NA	NA	1.240628716	0.02060892	0.057807834	rRNA
URS0000815733_GR_chrM_5577_5649_73_-	NA	NA	NA	1.441325263	0.021443501	0.058953431	tRNA
URS0000725609_GR_chr1_75789477_75789548_72_+	NA	NA	NA	1.101700575	0.021921087	0.060084906	snoRNA
URS000028DE3F_GR_chr10_17845122_17845142_21_+	NA	NA	NA	-1.944750103	0.022832187	0.061765188	miRNA
URS000075B7F3_GR_chr5_180015318_180015340_23_-	NA	NA	NA	1.192070229	0.023080383	0.061773967	miRNA
URS000072C309_GR_chr17_76561634_76561705_72_+	NA	NA	NA	1.590308219	0.02321623	0.061863895	snoRNA
URS00006BB9DA_GR_chr11_16974421_16974487_67_-	NA	NA	NA	2.365631288	0.024097506	0.063495468	snRNA
URS00001A2E6B_GR_chr14_101065346_101065368_23_+	NA	NA	NA	-1.4305562	0.026453843	0.067431363	miRNA
URS00003D5391_GR_chr12_54034010_54034031_22_+	NA	NA	NA	1.11704081	0.028591091	0.071872632	miRNA
URS0000AA0E3D_GR_chr9_33352788_33352874_87_-	NA	NA	NA	1.298878282	0.028836263	0.072090656	Y_RNA
URS0000EFECA2_GR_chr22_41900948_41901009_62_+	NA	NA	NA	1.863861437	0.032178242	0.078927762	precursor_RNA
URS00006C7CE9_GR_chr4_25250545_25250639_95_+	NA	NA	NA	0.852982395	0.034467836	0.083641948	snRNA
URS0000321A1A_GR_chr14_101065465_101065487_23_+	NA	NA	NA	-1.734482444	0.035192488	0.084947384	miRNA
URS0000A90AA7_GR_chr3_52688890_52688962_73_+	NA	NA	NA	0.720902802	0.038398668	0.090996843	snoRNA
URS000050CCE0_GR_chr10_102436556_102436577_22_+	NA	NA	NA	-0.956416076	0.045330674	0.103443055	miRNA
URS0000EFE467_GR_chr14_100911150_100911207_58_+	NA	NA	NA	-1.729410508	0.045355801	0.103443055	precursor_RNA
URS0000190FE5_GR_chr16_3191503_3191573_71_+	NA	NA	NA	1.059401307	0.048975492	0.110043699	tRNA
URS000075DD98_GR_chr7_100093776_100093798_23_-	NA	NA	NA	0.947834543	0.051405317	0.114214507	miRNA
URS00000BDE9E_GR_chr14_102317132_102317162_31_+	NA	NA	NA	1.087581922	0.055757668	0.121464942	piRNA
URS0000D4B79F_GR_chr6_28951042_28951126_85_+	NA	NA	NA	1.08594719	0.057248634	0.124038707	precursor_RNA
URS00002C7B2B_GR_chr11_111513451_111513473_23_+	NA	NA	NA	-2.059690641	0.059698811	0.128734404	miRNA
URS0000377747_GR_chr7_129961991_129962061_71_-	NA	NA	NA	0.853309213	0.061922892	0.131912456	scRNA
URS00001246A7_GR_chr1_145287766_145287841_76_+	NA	NA	NA	2.289795097	0.072478534	0.147637381	tRNA
URS0000DDB6FD_GR_chr1_630827_630875_49_-	NA	NA	NA	1.553838102	0.074484694	0.150290625	tRNA
URS00005E324D_GR_chr6_28881435_28881462_28_+	NA	NA	NA	1.414863709	0.080354274	0.160708548	piRNA
URS0000372130_GR_chr1_243346225_243346246_22_+	NA	NA	NA	0.833021861	0.084155922	0.165326689	miRNA
hsa_piR_010894_DQ584698	NA	NA	NA	1.632520453	0.084208597	0.165326689	piRNA
URS000006FDD4_GR_chr13_91350939_91350961_23_+	NA	NA	NA	0.727366945	0.091507062	0.17602876	miRNA
URS000070C400_GR_chr15_25054210_25054304_95_+	NA	NA	NA	-1.352491241	0.102758944	0.188910381	snoRNA
URS0000500DB7_GR_chrM_15954_16023_70_-	NA	NA	NA	0.637908481	0.11220069	0.20178385	tRNA
URS00004C170A_GR_chr15_25087663_25087753_91_+	NA	NA	NA	-0.903668818	0.112492468	0.201909559	snoRNA
URS0000ABD8C9_GR_chr2_202278113_202278187_75_+	NA	NA	NA	0.706366281	0.118224249	0.209715529	snoRNA
hsa_piR_017104_DQ593636	NA	NA	NA	0.587915846	0.123923131	0.217702798	piRNA
URS00005CCF67_GR_chr5_140711276_140711373_98_+	NA	NA	NA	0.969864308	0.139627892	0.239286972	vault_RNA
URS0000EFC530_GR_chr2_96798287_96798345_59_+	NA	NA	NA	1.048049009	0.146545959	0.248336727	precursor_RNA
URS00009FCF3B_GR_chrM_4435_4469_35_+	NA	NA	NA	1.235756883	0.14909002	0.250779886	tRNA
URS0000EFE6F3_GR_chrX_134169811_134169872_62_-	NA	NA	NA	1.132082584	0.151060275	0.253625186	precursor_RNA
URS0000440183_GR_chr1_633467_633553_87_+	NA	NA	NA	0.631771457	0.152310669	0.254228102	tRNA
URS0000442B0D_GR_chr14_101065641_101065661_21_+	NA	NA	NA	-0.669873545	0.152816233	0.254228102	miRNA
hsa_piR_019911_DQ597340	NA	NA	NA	0.805419723	0.155876463	0.257904693	piRNA
hsa_piR_001101_DQ571419	NA	NA	NA	0.456985194	0.160717534	0.262572632	piRNA
URS0000EFE0B9_GR_chr4_109488713_109488735_23_+	NA	NA	NA	0.509876764	0.162148847	0.264179518	miRNA
URS00001F0C23_GR_chr19_51693306_51693327_22_+	NA	NA	NA	-0.638854492	0.165650801	0.268702726	miRNA
URS000072497E_GR_chr17_76558792_76558868_77_+	NA	NA	NA	0.694066726	0.169027421	0.273205955	snoRNA
URS00000157F5_GR_chr11_122146523_122146544_22_-	NA	NA	NA	-0.769184278	0.175421659	0.281222432	miRNA
URS000044FE6A_GR_chrX_147236945_147236967_23_-	NA	NA	NA	-0.995727875	0.186912837	0.295296323	miRNA
URS0000EFEDF9_GR_chrX_134546330_134546393_64_-	NA	NA	NA	1.31470877	0.190820231	0.300426314	precursor_RNA
URS000075AC6E_GR_chr15_62823971_62823994_24_+	NA	NA	NA	-0.544641007	0.193733252	0.304485768	miRNA
URS00002B094D_GR_chr1_161440827_161440856_30_-	NA	NA	NA	0.763106507	0.196441065	0.307678776	misc_RNA
URS0000EFD74E_GR_chr9_21512119_21512178_60_-	NA	NA	NA	0.810710314	0.198554815	0.310455124	precursor_RNA
URS00006706DC_GR_chr8_119891132_119891229_98_-	NA	NA	NA	-0.895483098	0.209812819	0.323538005	rRNA
URS000075C7FA_GR_chr11_119018944_119019012_69_+	NA	NA	NA	-0.706940649	0.22515109	0.338578259	precursor_RNA
URS0000080E9E_GR_chr11_17074653_17074744_92_-	NA	NA	NA	1.097786644	0.225470797	0.338578259	snoRNA
URS0000EFF065_GR_chr3_160404796_160404818_23_+	NA	NA	NA	0.507376946	0.231332845	0.345103097	miRNA
hsa_piR_020809_DQ598639	NA	NA	NA	0.471559442	0.2401749	0.356540226	piRNA
URS0000759A79_GR_chr10_98395232_98395253_22_-	NA	NA	NA	0.569809381	0.295309634	0.41759916	miRNA
hsa_piR_017061_DQ593574	NA	NA	NA	0.401234689	0.298040444	0.419191351	piRNA
URS0000EFF570_GR_chr7_74191212_74191273_62_+	NA	NA	NA	0.611175322	0.303068587	0.424296022	precursor_RNA
URS00006F8A66_GR_chr6_85677589_85677658_70_-	NA	NA	NA	0.64760978	0.316354034	0.438844773	snoRNA
hsa_piR_002158_DQ572892	NA	NA	NA	-0.551422887	0.343705187	0.468923118	piRNA
URS000068C733_GR_chr1_51865633_51865709_77_+	NA	NA	NA	0.387185198	0.347900387	0.473227731	Y_RNA
URS0000EFBB41_GR_chr5_15935229_15935253_25_+	NA	NA	NA	-0.503146143	0.352427703	0.478670462	miRNA
URS00006F59B4_GR_chr15_30673750_30673843_94_+	NA	NA	NA	0.467408534	0.355748514	0.479433855	Y_RNA
URS0000BA61D1_GR_chr4_165400666_165400731_66_-	NA	NA	NA	-0.385851896	0.358808774	0.481586997	precursor_RNA
URS0000EFD69A_GR_chr13_49996427_49996486_60_-	NA	NA	NA	0.415231242	0.369297099	0.491316315	precursor_RNA
URS00001F7A91_GR_chrX_151959639_151959660_22_-	NA	NA	NA	-0.720377836	0.385775929	0.510428248	miRNA
URS00005CACA0_GR_chr7_74191213_74191234_22_+	NA	NA	NA	0.862117058	0.394697622	0.519789922	miRNA
URS0000293F7A_GR_chr6_27547752_27547789_38_-	NA	NA	NA	-0.38506731	0.398798351	0.52293795	misc_RNA
URS00006D2D54_GR_chr3_128362165_128362258_94_+	NA	NA	NA	0.292086594	0.41081508	0.535340817	precursor_RNA
URS0000537082_GR_chr2_135665411_135665433_23_+	NA	NA	NA	-0.428114583	0.413528201	0.537318348	miRNA
URS000029D793_GR_chr17_81125926_81125948_23_+	NA	NA	NA	0.343160716	0.414312688	0.537318348	miRNA
URS00006FCBA3_GR_chr3_41868998_41869095_98_-	NA	NA	NA	0.320485424	0.418309542	0.541481768	Y_RNA
URS00007063CB_GR_chr6_26720992_26721065_74_-	NA	NA	NA	1.385168615	0.443284365	0.564970269	tRNA
URS00005FEB83_GR_chrM_3230_3307_78_+	NA	NA	NA	0.456695704	0.449243491	0.570169563	tRNA
URS0000527A9F_GR_chr16_3175693_3175765_73_+	NA	NA	NA	0.919114315	0.45235533	0.573319429	tRNA
URS000015D23B_GR_chr12_57824620_57824641_22_-	NA	NA	NA	-0.245832314	0.466782106	0.588326477	miRNA
URS0000D5601B_GR_chrX_50014649_50014671_23_+	NA	NA	NA	-0.513384279	0.467792022	0.588783873	miRNA
URS00006034AB_GR_chr21_8216295_8216322_28_+	NA	NA	NA	-0.693511789	0.474543757	0.5948138	piRNA
URS000075EA5F_GR_chr13_91351108_91351130_23_+	NA	NA	NA	0.366976557	0.478987661	0.597913266	miRNA
URS00007EF03D_GR_chr2_148881821_148881852_32_-	NA	NA	NA	0.203157524	0.493994515	0.610279919	tRNA
URS000063C619_GR_chr6_65311076_65311145_70_-	NA	NA	NA	-0.302326663	0.49425967	0.610279919	snRNA
URS0000D549DA_GR_chr12_122695964_122695985_22_-	NA	NA	NA	0.281970093	0.503849721	0.620768115	miRNA
URS00005D7C80_GR_chr2_206783246_206783266_21_+	NA	NA	NA	0.373723264	0.504118283	0.620768115	miRNA
URS000042719A_GR_chr16_2106678_2106701_24_-	NA	NA	NA	-0.383083518	0.526624386	0.642397039	miRNA
URS0000EFB9C4_GR_chr19_20399283_20399342_60_-	NA	NA	NA	0.401678326	0.52806911	0.643297042	precursor_RNA
URS0000500449_GR_chr22_20086072_20086093_22_+	NA	NA	NA	0.295212955	0.568494371	0.674484847	miRNA
hsa_piR_014923_DQ590404	NA	NA	NA	0.296512611	0.572063752	0.677835956	piRNA
URS00001CE4E0_GR_chr12_124927842_124927915_74_-	NA	NA	NA	0.271401567	0.581378291	0.686192276	tRNA
URS0000714052_GR_chr16_89561434_89561517_84_+	NA	NA	NA	-0.232091377	0.623679293	0.720339238	snoRNA
URS000075D0DC_GR_chr6_154853360_154853436_77_+	NA	NA	NA	-0.323497771	0.623766286	0.720339238	precursor_RNA
URS000039A29A_GR_chr22_39313879_39313908_30_-	NA	NA	NA	0.476822525	0.645565669	0.742686168	piRNA
URS0000EFD738_GR_chr1_205448322_205448383_62_-	NA	NA	NA	0.642821774	0.657189002	0.750366364	precursor_RNA
URS00000E1DC5_GR_chr16_14303980_14304001_22_+	NA	NA	NA	-0.533054265	0.675694815	0.763828921	miRNA
URS0000690F72_GR_chr11_22688351_22688428_78_+	NA	NA	NA	0.125237714	0.711153425	0.792819984	rRNA
URS00004CEA14_GR_chr12_124927842_124927869_28_-	NA	NA	NA	-0.239230769	0.711652259	0.792819984	piRNA
URS00002D2993_GR_chr1_217039295_217039313_19_+	NA	NA	NA	-0.181570002	0.714895747	0.793788334	miRNA
URS00001246A7_GR_chr17_38751778_38751854_77_-	NA	NA	NA	-0.219719089	0.714941895	0.793788334	tRNA
URS0000635FFC_GR_chr14_89585662_89585759_98_+	NA	NA	NA	0.152231317	0.748644577	0.818830006	Y_RNA
URS000075EECB_GR_chr14_75604209_75604261_53_+	NA	NA	NA	0.123059837	0.769723693	0.836856106	precursor_RNA
URS0000173A33_GR_chrX_50008968_50008993_26_+	NA	NA	NA	-0.112238617	0.785923461	0.850404697	miRNA
