seq_piBNK	seq_id	gene_type_piRNAs	gene_id	gene_type_genes	gene_name	type_piRNAs	type_genes
chr5_140113155_140113180_26_+	URS00002B05C9_GR_chr5_140113155_140113180_26_+	piRNA	ENSG00000185129.7	protein_coding	PURA	exon	exon
chr5_140245865_140245893_29_-	hsa_piR_004565_DQ576278	piRNA	ENSG00000113068.10	protein_coding	PFDN1	exon	exon
chr5_140507947_140507972_26_+	hsa_piR_001110_DQ571428	piRNA	ENSG00000131503.21	protein_coding	ANKHD1	exon	exon
chr5_140567243_140567272_30_+	URS00002E20E1_GR_chr5_140567243_140567272_30_+	piRNA	ENSG00000176087.15	protein_coding	SLC35A4	exon	exon
chr5_140647174_140647203_30_+	URS00002BCE42_GR_chr5_140647174_140647203_30_+	piRNA	ENSG00000113141.18	protein_coding	IK	exon	exon
chr5_140671442_140671467_26_+	hsa_piR_008036_DQ580930	piRNA	ENSG00000120314.18	protein_coding	WDR55	exon	exon
chr5_140697636_140697661_26_+	hsa_piR_003039_DQ574110	piRNA	ENSG00000112855.17	protein_coding	HARS2	exon	exon
chr5_140928753_140928778_26_+	hsa_piR_020039_DQ597524	piRNA	ENSG00000248383.4	protein_coding	PCDHAC1	exon	exon
chr5_141095479_141095504_26_+	hsa_piR_022222_DQ600425	piRNA	ENSG00000112852.7	protein_coding	PCDHB2	exon	exon
chr5_141095915_141095941_27_+	hsa_piR_007284_DQ579929	piRNA	ENSG00000112852.7	protein_coding	PCDHB2	exon	exon
chr5_141102748_141102773_26_+	hsa_piR_006031_DQ578271	piRNA	ENSG00000113205.5	protein_coding	PCDHB3	exon	exon
chr5_141137530_141137555_26_+	hsa_piR_006031_DQ578271	piRNA	ENSG00000113209.9	protein_coding	PCDHB5	exon	exon
chr5_141151255_141151282_28_+	hsa_piR_002693_DQ573633	piRNA	ENSG00000113211.5	protein_coding	PCDHB6	exon	exon
chr5_141152350_141152375_26_+	hsa_piR_006031_DQ578271	piRNA	ENSG00000113211.5	protein_coding	PCDHB6	exon	exon
chr5_141184658_141184683_26_+	hsa_piR_006031_DQ578271	piRNA	ENSG00000272674.3	protein_coding	PCDHB16	exon	exon
chr5_141216222_141216247_26_+	hsa_piR_006031_DQ578271	piRNA	ENSG00000187372.11	protein_coding	PCDHB13	exon	exon
chr5_141385771_141385796_26_+	URS000030037D_GR_chr5_141385771_141385796_26_+	piRNA	ENSG00000253537.3	protein_coding	PCDHGA7	exon	exon
chr5_141486301_141486331_31_+	hsa_piR_003329_DQ574511	piRNA	ENSG00000242419.5	protein_coding	PCDHGC4	exon	exon
chr5_146314928_146314955_28_+	URS0000118350_GR_chr1_1944659_1944686_28_+	piRNA	ENSG00000275740.1	protein_coding	AC091959.3	exon	exon
chr5_150521046_150521074_29_+	hsa_piR_019386_DQ596626	piRNA	ENSG00000070614.15	protein_coding	NDST1	exon	exon
chr5_150555560_150555585_26_+	hsa_piR_012058_DQ586296	piRNA	ENSG00000070614.15	protein_coding	NDST1	exon	exon
chr5_150730660_150730687_28_-	hsa_piR_002211_DQ572965	piRNA	ENSG00000132912.12	protein_coding	DCTN4	exon	exon
chr5_151809661_151809688_28_+	hsa_piR_002504_DQ573376	piRNA	ENSG00000145907.15	protein_coding	G3BP1	exon	exon
chr5_153992920_153992948_29_-	hsa_piR_015672_DQ591418	piRNA	ENSG00000055147.19	protein_coding	FAM114A2	exon	exon
chr5_154815187_154815213_27_+	hsa_piR_016873_DQ593218	piRNA	ENSG00000155506.17	protein_coding	LARP1	exon	exon
chr5_156850798_156850827_30_+	hsa_piR_014293_DQ589529	piRNA	ENSG00000231989.5	protein_coding	PPP1R2B	exon	exon
chr5_157139415_157139443_29_-	hsa_piR_008424_DQ581433	piRNA	ENSG00000155868.8	protein_coding	MED7	exon	exon
chr5_170765054_170765081_28_+	hsa_piR_000675_DQ570844	piRNA	ENSG00000094755.17	protein_coding	GABRP	exon	exon
chr5_171391346_171391371_26_+	hsa_piR_006594_DQ579020	piRNA	ENSG00000181163.13	protein_coding	NPM1	exon	exon
chr5_172334805_172334832_28_-	hsa_piR_010608_DQ584294	piRNA	ENSG00000174705.13	protein_coding	SH3PXD2B	exon	exon
chr5_172362811_172362836_26_-	hsa_piR_012604_DQ587047	piRNA	ENSG00000174705.13	protein_coding	SH3PXD2B	exon	exon
chr5_172689397_172689426_30_+	hsa_piR_001843_DQ572468	piRNA	ENSG00000214357.9	protein_coding	NEURL1B	exon	exon
chr5_176060790_176060818_29_+	hsa_piR_019193_DQ596344	piRNA	ENSG00000182230.12	protein_coding	FAM153B	exon	exon
chr5_176361690_176361717_28_-	hsa_piR_005353_DQ577363	piRNA	ENSG00000122203.15	protein_coding	KIAA1191	exon	exon
chr5_176496537_176496565_29_+	hsa_piR_006633_DQ579077	piRNA	ENSG00000113194.13	protein_coding	FAF2	exon	exon
chr5_176596611_176596636_26_-	hsa_piR_016682_DQ592958	piRNA	ENSG00000169258.7	protein_coding	GPRIN1	exon	exon
chr5_177067574_177067603_30_+	hsa_piR_009822_DQ583222	piRNA	ENSG00000113761.12	protein_coding	ZNF346	exon	exon
chr5_177304696_177304721_26_+	hsa_piR_004604_DQ576332	piRNA	ENSG00000169230.10	protein_coding	PRELID1	exon	exon
chr5_177304738_177304765_28_+	hsa_piR_001868_DQ572497	piRNA	ENSG00000169230.10	protein_coding	PRELID1	exon	exon
chr5_177304793_177304820_28_+	hsa_piR_009495_DQ582818	piRNA	ENSG00000169230.10	protein_coding	PRELID1	exon	exon
chr5_177305949_177305974_26_+	hsa_piR_004552_DQ576261	piRNA	ENSG00000169230.10	protein_coding	PRELID1	exon	exon
chr5_177456859_177456884_26_-	hsa_piR_001344_DQ571854	piRNA	ENSG00000113758.13	protein_coding	DBN1	exon	exon
chr5_177783269_177783297_29_-	hsa_piR_019193_DQ596344	piRNA	ENSG00000170074.19	protein_coding	FAM153A	exon	exon
chr5_178146203_178146232_30_+	hsa_piR_019746_DQ597098	piRNA	ENSG00000145916.19	protein_coding	RMND5B	exon	exon
chr5_178149733_178149760_28_-	hsa_piR_022193_DQ600392	piRNA	ENSG00000145912.9	protein_coding	NHP2	exon	exon
chr5_178149769_178149797_29_-	hsa_piR_019549_DQ596835	piRNA	ENSG00000145912.9	protein_coding	NHP2	exon	exon
chr5_178231713_178231739_27_-	hsa_piR_004201_DQ575727	piRNA	ENSG00000175309.15	protein_coding	PHYKPL	exon	exon
chr5_178712394_178712418_25_-	URS00000707CE_GR_chr5_178712394_178712418_25_-	piRNA	ENSG00000169131.13	protein_coding	ZNF354A	exon	exon
chr5_178883912_178883936_25_+	URS00000707CE_GR_chr5_178712394_178712418_25_-	piRNA	ENSG00000178338.11	protein_coding	ZNF354B	exon	exon
chr5_179823976_179824007_32_+	hsa_piR_008802_DQ581944	piRNA	ENSG00000161011.20	protein_coding	SQSTM1	exon	exon
chr5_179836064_179836089_26_-	hsa_piR_001271_DQ571739	piRNA	ENSG00000161010.15	protein_coding	MRNIP	exon	exon
chr5_179836434_179836460_27_-	hsa_piR_019239_DQ596413	piRNA	ENSG00000161010.15	protein_coding	MRNIP	exon	exon
chr5_179836465_179836493_29_+	hsa_piR_003810_DQ575182	piRNA	ENSG00000161011.20	protein_coding	SQSTM1	exon	exon
chr5_179836465_179836496_32_-	URS00004CBE4B_GR_chr5_179836465_179836496_32_-	piRNA	ENSG00000161010.15	protein_coding	MRNIP	exon	exon
chr5_179977013_179977038_26_-	hsa_piR_003573_DQ574851	piRNA	ENSG00000113269.14	protein_coding	RNF130	exon	exon
chr5_180307231_180307258_28_-	hsa_piR_013221_DQ587920	piRNA	ENSG00000131459.13	protein_coding	GFPT2	exon	exon
chr5_180792024_180792049_26_-	hsa_piR_005346_DQ577356	piRNA	ENSG00000131446.16	protein_coding	MGAT1	exon	exon
chr5_181223335_181223361_27_+	hsa_piR_023069_DQ601542	piRNA	ENSG00000146063.20	protein_coding	TRIM41	exon	exon
chr5_181224608_181224633_26_+	hsa_piR_001742_DQ572346	piRNA	ENSG00000146063.20	protein_coding	TRIM41	exon	exon
chr6_320304_320329_26_+	hsa_piR_008231_DQ581182	piRNA	ENSG00000112679.14	protein_coding	DUSP22	exon	exon
chr6_348116_348141_26_+	hsa_piR_003412_DQ574629	piRNA	ENSG00000112679.14	protein_coding	DUSP22	exon	exon
chr6_348199_348225_27_+	hsa_piR_013706_DQ588719	piRNA	ENSG00000112679.14	protein_coding	DUSP22	exon	exon
chr6_2953150_2953179_30_-	hsa_piR_011351_DQ585329	piRNA	ENSG00000124570.21	protein_coding	SERPINB6	exon	exon
chr6_3028254_3028281_28_+	URS0000217972_GR_chr1_6395554_6395581_28_-	piRNA	ENSG00000124588.20	protein_coding	NQO2	exon	exon
chr6_3153959_3153984_26_-	hsa_piR_012717_DQ587200	piRNA	ENSG00000137267.6	protein_coding	TUBB2A	exon	exon
chr6_3224847_3224872_26_-	hsa_piR_012717_DQ587200	piRNA	ENSG00000137285.10	protein_coding	TUBB2B	exon	exon
chr6_3263746_3263774_29_+	hsa_piR_010860_DQ584647	piRNA	ENSG00000180822.12	protein_coding	PSMG4	exon	exon
chr6_3269685_3269710_26_-	hsa_piR_012103_DQ586350	piRNA	ENSG00000137266.14	protein_coding	SLC22A23	exon	exon
chr6_3739026_3739060_35_-	URS0000526F4B_GR_chr6_3739026_3739060_35_-	piRNA	ENSG00000168994.14	protein_coding	PXDC1	exon	exon
chr6_4836170_4836199_30_+	URS00001E4C40_GR_chr1_25506618_25506647_30_-	piRNA	ENSG00000153046.18	protein_coding	CDYL	exon	exon
chr6_4892033_4892061_29_+	hsa_piR_009092_DQ582320	piRNA	ENSG00000153046.18	protein_coding	CDYL	exon	exon
chr6_4943617_4943646_30_+	hsa_piR_023032_DQ601484	piRNA	ENSG00000153046.18	protein_coding	CDYL	exon	exon
chr6_4952359_4952384_26_+	URS000001704C_GR_chr6_4952359_4952384_26_+	piRNA	ENSG00000153046.18	protein_coding	CDYL	exon	exon
chr6_4952359_4952387_29_+	hsa_piR_000518_DQ570638	piRNA	ENSG00000153046.18	protein_coding	CDYL	exon	exon
chr6_4954138_4954165_28_+	URS00001AE0EC_GR_chr6_4954138_4954165_28_+	piRNA	ENSG00000153046.18	protein_coding	CDYL	exon	exon
chr6_5186746_5186775_30_-	URS000011F5D5_GR_chr5_134528_134557_30_-	piRNA	ENSG00000214113.10	protein_coding	LYRM4	exon	exon
chr6_7584333_7584358_26_+	hsa_piR_000520_DQ570640	piRNA	ENSG00000096696.14	protein_coding	DSP	exon	exon
chr6_7880020_7880046_27_+	hsa_piR_010551_DQ584211	piRNA	ENSG00000153162.9	protein_coding	BMP6	exon	exon
chr6_7882536_7882564_29_-	hsa_piR_007628_DQ580398	piRNA	ENSG00000239264.9	protein_coding	TXNDC5	exon	exon
chr6_7882538_7882564_27_-	URS0000387BB1_GR_chr6_7882538_7882564_27_-	piRNA	ENSG00000239264.9	protein_coding	TXNDC5	exon	exon
chr6_7883127_7883152_26_-	URS000035995E_GR_chr6_7883127_7883152_26_-	piRNA	ENSG00000239264.9	protein_coding	TXNDC5	exon	exon
chr6_8015113_8015139_27_-	hsa_piR_019325_DQ596539	piRNA	ENSG00000188428.20	protein_coding	BLOC1S5	exon	exon
chr6_10627051_10627076_26_+	hsa_piR_023357_DQ601939	piRNA	ENSG00000111846.18	protein_coding	GCNT2	exon	exon
chr6_11579293_11579323_31_+	hsa_piR_000708_DQ570879	piRNA	ENSG00000205269.6	protein_coding	TMEM170B	exon	exon
chr6_13365460_13365485_26_-	hsa_piR_014969_DQ590477	piRNA	ENSG00000145990.11	protein_coding	GFOD1	exon	exon
chr6_13974323_13974352_30_+	hsa_piR_011782_DQ585937	piRNA	ENSG00000180537.13	protein_coding	RNF182	exon	exon
chr6_18465183_18465212_30_+	hsa_piR_003332_DQ574514	piRNA	ENSG00000137393.10	protein_coding	RNF144B	exon	exon
chr6_18466641_18466668_28_+	hsa_piR_019551_DQ596837	piRNA	ENSG00000137393.10	protein_coding	RNF144B	exon	exon
chr6_22569592_22569619_28_+	hsa_piR_010878_DQ584678	piRNA	ENSG00000112273.7	protein_coding	HDGFL1	exon	exon
chr6_24403034_24403059_26_+	hsa_piR_018275_DQ595167	piRNA	ENSG00000124532.14	protein_coding	MRS2	exon	exon
chr6_24422959_24422987_29_+	hsa_piR_016578_DQ592821	piRNA	ENSG00000124532.14	protein_coding	MRS2	exon	exon
chr6_24528097_24528125_29_+	hsa_piR_015820_DQ591621	piRNA	ENSG00000112294.13	protein_coding	ALDH5A1	exon	exon
chr6_24582291_24582316_26_-	hsa_piR_021379_DQ599358	piRNA	ENSG00000137261.14	protein_coding	KIAA0319	exon	exon
chr6_25726509_25726536_28_-	hsa_piR_011298_DQ585258	piRNA	ENSG00000164508.5	protein_coding	H2AC1	exon	exon
chr6_25726518_25726546_29_-	hsa_piR_009911_DQ583342	piRNA	ENSG00000164508.5	protein_coding	H2AC1	exon	exon
chr6_25726520_25726549_30_-	hsa_piR_011798_DQ585961	piRNA	ENSG00000164508.5	protein_coding	H2AC1	exon	exon
chr6_25726794_25726819_26_+	hsa_piR_019263_DQ596448	piRNA	ENSG00000146047.7	protein_coding	H2BC1	exon	exon
chr6_25726889_25726914_26_+	URS0000451ABD_GR_chr6_25726889_25726914_26_+	piRNA	ENSG00000146047.7	protein_coding	H2BC1	exon	exon
chr6_25726889_25726915_27_+	URS00005CD08A_GR_chr6_25726889_25726915_27_+	piRNA	ENSG00000146047.7	protein_coding	H2BC1	exon	exon
chr6_25726889_25726916_28_+	hsa_piR_010076_DQ583570	piRNA	ENSG00000146047.7	protein_coding	H2BC1	exon	exon
chr6_25726924_25726953_30_+	hsa_piR_005197_DQ577170	piRNA	ENSG00000146047.7	protein_coding	H2BC1	exon	exon
chr6_25727281_25727310_30_+	hsa_piR_000838_DQ571051	piRNA	ENSG00000146047.7	protein_coding	H2BC1	exon	exon
chr6_26104101_26104129_29_+	hsa_piR_001652_DQ572240	piRNA	ENSG00000197061.5	protein_coding	H4C3	exon	exon
chr6_26107677_26107707_31_-	hsa_piR_010508_DQ584149	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26107879_26107907_29_-	hsa_piR_018589_DQ595565	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26107887_26107912_26_-	hsa_piR_015563_DQ591265	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26107903_26107932_30_-	hsa_piR_020635_DQ598398	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26107959_26107984_26_-	hsa_piR_019653_DQ596961	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26107967_26107992_26_-	hsa_piR_009859_DQ583275	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26107971_26107996_26_-	hsa_piR_021484_DQ599488	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26107974_26107999_26_-	hsa_piR_008371_DQ581365	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26108029_26108057_29_-	hsa_piR_020578_DQ598305	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26108063_26108088_26_-	hsa_piR_006255_DQ578564	piRNA	ENSG00000187475.6	protein_coding	H1-6	exon	exon
chr6_26124229_26124255_27_+	hsa_piR_009903_DQ583334	piRNA	ENSG00000180573.9	protein_coding	H2AC6	exon	exon
chr6_26156381_26156406_26_+	URS00002C51B1_GR_chr6_26156381_26156406_26_+	piRNA	ENSG00000168298.7	protein_coding	H1-4	exon	exon
chr6_26156381_26156407_27_+	hsa_piR_011217_DQ585139	piRNA	ENSG00000168298.7	protein_coding	H1-4	exon	exon
chr6_26156509_26156537_29_+	hsa_piR_015442_DQ591095	piRNA	ENSG00000168298.7	protein_coding	H1-4	exon	exon
chr6_26156601_26156627_27_+	hsa_piR_001633_DQ572216	piRNA	ENSG00000168298.7	protein_coding	H1-4	exon	exon
chr6_26156650_26156677_28_+	hsa_piR_014740_DQ590173	piRNA	ENSG00000168298.7	protein_coding	H1-4	exon	exon
chr6_26204820_26204846_27_+	hsa_piR_006659_DQ579111	piRNA	ENSG00000276966.2	protein_coding	H4C5	exon	exon
chr6_26216458_26216485_28_-	hsa_piR_013069_DQ587714	piRNA	ENSG00000273802.2	protein_coding	H2BC8	exon	exon
chr6_26234521_26234547_27_-	hsa_piR_022978_DQ601416	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26234620_26234645_26_-	hsa_piR_000315_DQ570376	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26234625_26234650_26_-	hsa_piR_010087_DQ583582	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26234643_26234671_29_-	URS00003BC478_GR_chr6_26234643_26234671_29_-	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26234777_26234802_26_-	hsa_piR_001536_DQ572091	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26234819_26234844_26_-	hsa_piR_011871_DQ586056	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26234850_26234875_26_-	hsa_piR_006521_DQ578916	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26234920_26234948_29_-	hsa_piR_013549_DQ588486	piRNA	ENSG00000124575.7	protein_coding	H1-3	exon	exon
chr6_26285298_26285324_27_-	hsa_piR_006658_DQ579110	piRNA	ENSG00000158406.4	protein_coding	H4C8	exon	exon
chr6_26285462_26285488_27_-	hsa_piR_014406_DQ589728	piRNA	ENSG00000158406.4	protein_coding	H4C8	exon	exon
chr6_27126439_27126468_30_-	URS000060B22F_GR_chr6_27126439_27126468_30_-	piRNA	ENSG00000124635.9	protein_coding	H2BC11	exon	exon
chr6_27146799_27146824_26_-	hsa_piR_005395_DQ577420	piRNA	ENSG00000197903.8	protein_coding	H2BC12	exon	exon
chr6_27147229_27147255_27_+	hsa_piR_011629_DQ585747	piRNA	ENSG00000274997.2	protein_coding	H2AC12	exon	exon
chr6_27402496_27402521_26_+	hsa_piR_015807_DQ591606	piRNA	ENSG00000124613.8	protein_coding	ZNF391	exon	exon
chr6_27814725_27814753_29_-	URS00004124FB_GR_chr6_27814725_27814753_29_-	piRNA	ENSG00000276368.2	protein_coding	H2AC14	exon	exon
chr6_27867234_27867261_28_-	hsa_piR_014740_DQ590173	piRNA	ENSG00000184357.5	protein_coding	H1-5	exon	exon
chr6_27867339_27867368_30_-	hsa_piR_021420_DQ599402	piRNA	ENSG00000184357.5	protein_coding	H1-5	exon	exon
chr6_27867500_27867526_27_-	hsa_piR_005025_DQ576925	piRNA	ENSG00000184357.5	protein_coding	H1-5	exon	exon
chr6_27893056_27893084_29_-	hsa_piR_014005_DQ589140	piRNA	ENSG00000197153.5	protein_coding	H3C12	exon	exon
chr6_27893126_27893153_28_-	URS000056A9F7_GR_chr6_27893126_27893153_28_-	piRNA	ENSG00000278677.2	protein_coding	H2AC17	exon	exon
chr6_27893128_27893153_26_-	hsa_piR_022028_DQ600186	piRNA	ENSG00000278677.2	protein_coding	H2AC17	exon	exon
chr6_28154224_28154249_26_+	hsa_piR_017166_DQ593726	piRNA	ENSG00000198315.11	protein_coding	ZKSCAN8	exon	exon
chr6_28156769_28156794_26_+	hsa_piR_022967_DQ601400	piRNA	ENSG00000198315.11	protein_coding	ZKSCAN8	exon	exon
chr6_28157147_28157172_26_+	URS00001076A9_GR_chr6_28157147_28157172_26_+	piRNA	ENSG00000198315.11	protein_coding	ZKSCAN8	exon	exon
chr6_28157250_28157281_32_+	hsa_piR_002147_DQ572876	piRNA	ENSG00000198315.11	protein_coding	ZKSCAN8	exon	exon
chr6_28157251_28157281_31_+	URS0000455839_GR_chr6_28157251_28157281_31_+	piRNA	ENSG00000198315.11	protein_coding	ZKSCAN8	exon	exon
chr6_28434836_28434863_28_-	hsa_piR_017441_DQ594108	piRNA	ENSG00000187987.9	protein_coding	ZSCAN23	exon	exon
chr6_28589736_28589762_27_-	hsa_piR_016759_DQ593068	piRNA	ENSG00000232040.4	protein_coding	ZBED9	exon	exon
chr6_29828124_29828153_30_+	hsa_piR_022236_DQ600446	piRNA	ENSG00000204632.11	protein_coding	HLA-G	exon	exon
chr6_29942834_29942863_30_+	hsa_piR_022236_DQ600446	piRNA	ENSG00000206503.13	protein_coding	HLA-A	exon	exon
chr6_30342810_30342838_29_+	hsa_piR_013991_DQ589123	piRNA	ENSG00000204599.14	protein_coding	TRIM39	exon	exon
chr6_30342861_30342886_26_+	hsa_piR_018539_DQ595495	piRNA	ENSG00000204599.14	protein_coding	TRIM39	exon	exon
chr6_30557408_30557433_26_+	hsa_piR_019384_DQ596624	piRNA	ENSG00000204576.12	protein_coding	PRR3	exon	exon
chr6_30590614_30590642_29_+	hsa_piR_022817_DQ601208	piRNA	ENSG00000204574.13	protein_coding	ABCF1	exon	exon
chr6_30627125_30627153_29_+	hsa_piR_007146_DQ579748	piRNA	ENSG00000137343.18	protein_coding	ATAT1	exon	exon
chr6_30720502_30720527_26_+	hsa_piR_021176_DQ599097	piRNA	ENSG00000196230.13	protein_coding	TUBB	exon	exon
chr6_30723745_30723776_32_+	hsa_piR_018638_DQ595633	piRNA	ENSG00000196230.13	protein_coding	TUBB	exon	exon
chr6_30723947_30723976_30_+	hsa_piR_010503_DQ584144	piRNA	ENSG00000196230.13	protein_coding	TUBB	exon	exon
chr6_30724043_30724068_26_+	hsa_piR_007768_DQ580576	piRNA	ENSG00000196230.13	protein_coding	TUBB	exon	exon
chr6_30724120_30724149_30_+	hsa_piR_005940_DQ578159	piRNA	ENSG00000196230.13	protein_coding	TUBB	exon	exon
chr6_31271128_31271153_26_-	hsa_piR_007587_DQ580344	piRNA	ENSG00000204525.16	protein_coding	HLA-C	exon	exon
chr6_31271762_31271791_30_-	hsa_piR_022236_DQ600446	piRNA	ENSG00000204525.16	protein_coding	HLA-C	exon	exon
chr6_31353930_31353955_26_-	hsa_piR_011537_DQ585628	piRNA	ENSG00000234745.11	protein_coding	HLA-B	exon	exon
chr6_31356710_31356740_31_-	hsa_piR_007150_DQ579752	piRNA	ENSG00000234745.11	protein_coding	HLA-B	exon	exon
chr6_31532865_31532891_27_-	URS000023410F_GR_chr6_31532865_31532891_27_-	piRNA	ENSG00000198563.14	protein_coding	DDX39B	exon	exon
chr6_31533683_31533711_29_-	hsa_piR_015917_DQ591747	piRNA	ENSG00000198563.14	protein_coding	DDX39B	exon	exon
chr6_31541126_31541154_29_-	hsa_piR_001078_DQ571388	piRNA	ENSG00000198563.14	protein_coding	DDX39B	exon	exon
chr6_31541129_31541154_26_-	URS00005D244F_GR_chr6_31541129_31541154_26_-	piRNA	ENSG00000198563.14	protein_coding	DDX39B	exon	exon
chr6_31542263_31542288_26_-	hsa_piR_020952_DQ598822	piRNA	ENSG00000198563.14	protein_coding	DDX39B	exon	exon
chr6_31629217_31629247_31_+	hsa_piR_002981_DQ574007	piRNA	ENSG00000204469.13	protein_coding	PRRC2A	exon	exon
chr6_31644955_31644983_29_-	hsa_piR_015971_DQ591812	piRNA	ENSG00000204463.12	protein_coding	BAG6	exon	exon
chr6_31771409_31771437_29_-	URS0000429219_GR_chr1_6700003_6700031_29_-	piRNA	ENSG00000204396.11	protein_coding	VWA7	exon	exon
chr6_31771410_31771438_29_-	URS0000287613_GR_chr1_6700004_6700032_29_-	piRNA	ENSG00000204396.11	protein_coding	VWA7	exon	exon
chr6_31780750_31780778_29_-	URS0000355E60_GR_chr6_31780750_31780778_29_-	piRNA	ENSG00000204394.13	protein_coding	VARS1	exon	exon
chr6_31815590_31815616_27_+	hsa_piR_019531_DQ596815	piRNA	ENSG00000204389.10	protein_coding	HSPA1A	exon	exon
chr6_31978951_31978977_27_+	hsa_piR_019264_DQ596449	piRNA	ENSG00000204344.14	protein_coding	STK19	exon	exon
chr6_33272662_33272688_27_+	hsa_piR_011300_DQ585261	piRNA	ENSG00000231500.7	protein_coding	RPS18	exon	exon
chr6_33276030_33276055_26_+	hsa_piR_009017_DQ582219	piRNA	ENSG00000231500.7	protein_coding	RPS18	exon	exon
chr6_33301351_33301380_30_-	URS0000040AC6_GR_chr1_1357584_1357613_30_-	piRNA	ENSG00000231925.12	protein_coding	TAPBP	exon	exon
chr6_33413470_33413495_26_+	hsa_piR_010737_DQ584489	piRNA	ENSG00000112511.17	protein_coding	PHF1	exon	exon
chr6_33456923_33456951_29_+	hsa_piR_003228_DQ574376	piRNA	ENSG00000213588.6	protein_coding	ZBTB9	exon	exon
chr6_34280227_34280254_28_-	hsa_piR_002210_DQ572964	piRNA	ENSG00000272325.2	protein_coding	NUDT3	exon	exon
chr6_34282438_34282463_26_-	hsa_piR_020132_DQ597651	piRNA	ENSG00000272325.2	protein_coding	NUDT3	exon	exon
chr6_34282965_34282991_27_-	hsa_piR_023141_DQ601646	piRNA	ENSG00000272325.2	protein_coding	NUDT3	exon	exon
chr6_34285288_34285314_27_-	hsa_piR_016122_DQ591995	piRNA	ENSG00000272325.2	protein_coding	NUDT3	exon	exon
chr6_34287892_34287919_28_-	hsa_piR_002603_DQ573515	piRNA	ENSG00000272325.2	protein_coding	NUDT3	exon	exon
chr6_34425192_34425217_26_-	hsa_piR_008683_DQ581788	piRNA	ENSG00000270800.3	protein_coding	RPS10-NUDT3	exon	exon
chr6_34588945_34588970_26_-	hsa_piR_009844_DQ583251	piRNA	ENSG00000196821.10	protein_coding	ILRUN	exon	exon
chr6_34867482_34867507_26_+	hsa_piR_006656_DQ579107	piRNA	ENSG00000065060.17	protein_coding	UHRF1BP1	exon	exon
chr6_34876881_34876909_29_+	hsa_piR_021488_DQ599492	piRNA	ENSG00000065060.17	protein_coding	UHRF1BP1	exon	exon
chr6_34982786_34982815_30_+	hsa_piR_016474_DQ592437	piRNA	ENSG00000064999.15	protein_coding	ANKS1A	exon	exon
chr6_35017874_35017902_29_+	URS0000402D03_GR_chr6_35017874_35017902_29_+	piRNA	ENSG00000064999.15	protein_coding	ANKS1A	exon	exon
chr6_35078563_35078591_29_+	hsa_piR_021612_DQ599639	piRNA	ENSG00000064999.15	protein_coding	ANKS1A	exon	exon
chr6_35251467_35251494_28_+	hsa_piR_017752_DQ594505	piRNA	ENSG00000146197.9	protein_coding	SCUBE3	exon	exon
chr6_36107540_36107566_27_+	hsa_piR_002710_DQ573654	piRNA	ENSG00000112062.10	protein_coding	MAPK14	exon	exon
chr6_36139711_36139740_30_+	hsa_piR_001298_DQ571788	piRNA	ENSG00000156711.17	protein_coding	MAPK13	exon	exon
